education_id,beneficiary_id,school_code,education_level,country,enrollment_date,status
1238,2216,SCH-035,Primary,Kenya,2024-09-17,Dropped
1239,2380,SCH-012,Adult Learning,Ethiopia,2024-09-28,Dropped
1240,2375,SCH-008,Secondary,Somalia,2025-04-27,Enrolled
1241,4306,SCH-029,Adult Learning,South Sudan,2026-05-13,Enrolled
1242,3258,SCH-068,Secondary,Uganda,2024-10-28,Enrolled
1243,918,SCH-057,Adult Learning,South Sudan,2025-05-23,Dropped
1244,4659,SCH-069,Secondary,Somalia,2025-10-19,Completed
1245,2215,SCH-055,Secondary,Kenya,2025-04-01,Dropped
1246,716,SCH-070,Vocational,Somalia,2025-09-10,Dropped
1247,4003,SCH-004,Secondary,South Sudan,2025-05-25,Enrolled
1248,3210,SCH-060,Primary,Uganda,2025-10-19,Enrolled
1249,2083,SCH-034,Adult Learning,Ethiopia,2025-06-06,Dropped
1250,350,SCH-038,Secondary,Somalia,2025-08-08,Completed
1251,4845,SCH-071,Secondary,South Sudan,2024-12-12,Dropped
1252,4470,SCH-004,Vocational,Kenya,2026-01-25,Completed
1253,1460,SCH-057,Secondary,Ethiopia,2025-05-08,Completed
1254,1702,SCH-055,Vocational,Somalia,2026-03-02,Enrolled
1255,3717,SCH-038,Vocational,Uganda,2026-05-09,Enrolled
1256,4188,SCH-065,Vocational,Kenya,2024-12-23,Completed
1257,3522,SCH-068,Primary,South Sudan,2026-04-02,Enrolled
1258,178,SCH-067,Adult Learning,Uganda,2024-07-31,Dropped
1259,1159,SCH-052,Secondary,Kenya,2025-02-05,Dropped
1260,3293,SCH-047,Primary,Somalia,2024-11-12,Enrolled
1261,1821,SCH-045,Adult Learning,South Sudan,2026-03-29,Enrolled
1262,3271,SCH-020,Vocational,Kenya,2026-03-26,Enrolled
1263,983,SCH-027,Secondary,Kenya,2025-06-16,Completed
1264,232,SCH-063,Vocational,Kenya,2026-03-04,Dropped
1265,4362,SCH-070,Adult Learning,Kenya,2026-06-17,Dropped
1266,1276,SCH-026,Vocational,Kenya,2024-12-18,Enrolled
1267,2111,SCH-066,Vocational,Uganda,2025-06-15,Completed
1268,3894,SCH-041,Adult Learning,Somalia,2025-08-23,Dropped
1269,3563,SCH-040,Vocational,Somalia,2024-11-14,Completed
1270,136,SCH-066,Vocational,Somalia,2025-07-18,Completed
1271,3332,SCH-036,Adult Learning,Somalia,2025-12-19,Dropped
1272,1932,SCH-025,Adult Learning,Uganda,2026-05-30,Enrolled
1273,4699,SCH-027,Vocational,South Sudan,2026-04-28,Completed
1274,1914,SCH-031,Vocational,Somalia,2025-01-29,Dropped
1275,4426,SCH-045,Primary,South Sudan,2024-09-13,Completed
1276,332,SCH-054,Secondary,Kenya,2025-03-14,Enrolled
1277,3407,SCH-014,Adult Learning,Ethiopia,2025-12-27,Completed
1278,3401,SCH-003,Adult Learning,Ethiopia,2026-03-18,Completed
1279,2502,SCH-064,Secondary,Somalia,2026-04-20,Dropped
1280,1675,SCH-008,Vocational,South Sudan,2024-07-23,Dropped
1281,2098,SCH-019,Adult Learning,Uganda,2026-07-03,Dropped
1282,170,SCH-014,Vocational,Uganda,2025-04-08,Dropped
1283,3715,SCH-008,Adult Learning,South Sudan,2025-12-02,Completed
1284,2965,SCH-047,Primary,South Sudan,2024-08-10,Enrolled
1285,3096,SCH-012,Primary,Ethiopia,2025-10-29,Enrolled
1286,272,SCH-038,Primary,Kenya,2024-10-30,Completed
1287,484,SCH-022,Secondary,South Sudan,2024-10-03,Dropped
1288,2395,SCH-021,Primary,South Sudan,2025-11-17,Enrolled
1289,1013,SCH-055,Vocational,South Sudan,2026-01-11,Enrolled
1290,4941,SCH-026,Primary,Kenya,2024-10-23,Enrolled
1291,4118,SCH-078,Secondary,Somalia,2026-01-27,Enrolled
1292,758,SCH-066,Secondary,Uganda,2025-12-19,Completed
1293,897,SCH-008,Vocational,South Sudan,2026-01-12,Dropped
1294,4913,SCH-072,Vocational,Ethiopia,2025-09-24,Enrolled
1295,4515,SCH-070,Secondary,Somalia,2026-01-09,Completed
1296,1949,SCH-066,Primary,Somalia,2025-05-27,Completed
1297,2364,SCH-024,Adult Learning,Uganda,2026-06-04,Completed
1298,1021,SCH-050,Vocational,Ethiopia,2025-05-07,Completed
1299,3935,SCH-023,Primary,South Sudan,2025-01-10,Enrolled
1300,727,SCH-030,Adult Learning,Kenya,2025-11-17,Enrolled
1301,2532,SCH-014,Adult Learning,Ethiopia,2025-06-10,Dropped
1302,4992,SCH-056,Primary,South Sudan,2025-04-05,Dropped
1303,3877,SCH-033,Vocational,South Sudan,2025-07-23,Enrolled
1304,1354,SCH-072,Secondary,Uganda,2025-04-25,Enrolled
1305,382,SCH-075,Adult Learning,Somalia,2024-10-18,Enrolled
1306,1093,SCH-063,Adult Learning,Kenya,2026-04-25,Completed
1307,2255,SCH-015,Adult Learning,Ethiopia,2025-01-30,Completed
1308,2185,SCH-077,Primary,Uganda,2024-10-23,Completed
1309,4231,SCH-016,Adult Learning,Somalia,2025-11-19,Completed
1310,1835,SCH-045,Secondary,South Sudan,2025-06-01,Enrolled
1311,2226,SCH-045,Secondary,Kenya,2025-01-05,Completed
1312,4241,SCH-008,Vocational,Uganda,2026-05-02,Enrolled
1313,2645,SCH-032,Primary,South Sudan,2025-03-05,Dropped
1314,1896,SCH-014,Vocational,Somalia,2025-04-06,Dropped
1315,255,SCH-057,Vocational,Uganda,2026-02-18,Dropped
1316,3694,SCH-061,Vocational,Somalia,2026-02-17,Completed
1317,4674,SCH-021,Adult Learning,South Sudan,2024-09-30,Completed
1318,3858,SCH-071,Adult Learning,Kenya,2025-06-08,Dropped
1319,3402,SCH-027,Adult Learning,South Sudan,2026-02-07,Dropped
1320,97,SCH-074,Secondary,Ethiopia,2025-09-16,Enrolled
1321,3358,SCH-040,Adult Learning,Somalia,2024-08-16,Completed
1322,1664,SCH-006,Adult Learning,Uganda,2025-03-28,Enrolled
1323,3562,SCH-056,Secondary,Uganda,2024-12-28,Enrolled
1324,2556,SCH-041,Primary,South Sudan,2026-06-24,Enrolled
1325,2211,SCH-061,Secondary,Ethiopia,2025-02-11,Completed
1326,2567,SCH-007,Secondary,Kenya,2025-03-13,Dropped
1327,2940,SCH-059,Adult Learning,Kenya,2026-04-28,Dropped
1328,4032,SCH-035,Secondary,Kenya,2026-01-29,Completed
1329,3481,SCH-033,Adult Learning,South Sudan,2025-10-06,Dropped
1330,4685,SCH-002,Vocational,Kenya,2024-09-14,Enrolled
1331,3879,SCH-041,Adult Learning,Uganda,2026-03-05,Enrolled
1332,588,SCH-029,Adult Learning,Kenya,2025-10-15,Completed
1333,1313,SCH-062,Primary,Somalia,2026-06-21,Completed
1334,4775,SCH-080,Primary,Kenya,2025-09-07,Enrolled
1335,3088,SCH-044,Secondary,Somalia,2026-05-06,Dropped
1336,2733,SCH-062,Secondary,South Sudan,2024-09-17,Dropped
1337,3650,SCH-059,Primary,South Sudan,2025-05-26,Dropped
1338,1863,SCH-072,Vocational,Ethiopia,2025-02-28,Completed
1339,1850,SCH-023,Secondary,Ethiopia,2025-02-19,Completed
1340,4329,SCH-050,Secondary,Uganda,2026-01-01,Enrolled
1341,4730,SCH-016,Vocational,Uganda,2026-02-13,Enrolled
1342,619,SCH-067,Adult Learning,Kenya,2025-05-05,Completed
1343,4091,SCH-074,Secondary,Ethiopia,2024-12-31,Enrolled
1344,1509,SCH-022,Adult Learning,South Sudan,2025-05-27,Enrolled
1345,447,SCH-019,Primary,Ethiopia,2026-07-13,Enrolled
1346,4171,SCH-023,Adult Learning,Somalia,2025-11-06,Completed
1347,328,SCH-040,Secondary,South Sudan,2024-10-09,Enrolled
1348,597,SCH-035,Secondary,Ethiopia,2025-02-13,Dropped
1349,1362,SCH-047,Vocational,Ethiopia,2025-03-28,Enrolled
1350,3268,SCH-039,Secondary,Kenya,2024-08-02,Dropped
1351,2118,SCH-069,Vocational,Ethiopia,2025-10-29,Dropped
1352,2042,SCH-044,Primary,Kenya,2024-11-26,Completed
1353,1571,SCH-070,Vocational,Uganda,2025-07-02,Completed
1354,1521,SCH-064,Adult Learning,Somalia,2025-07-24,Completed
1355,2284,SCH-025,Secondary,Ethiopia,2025-06-19,Completed
1356,579,SCH-018,Secondary,South Sudan,2025-11-11,Completed
1357,2177,SCH-057,Primary,Uganda,2025-11-08,Completed
1358,2386,SCH-029,Adult Learning,Somalia,2025-05-28,Completed
1359,545,SCH-039,Adult Learning,Ethiopia,2025-08-20,Dropped
1360,1279,SCH-074,Primary,Uganda,2025-02-02,Completed
1361,728,SCH-028,Adult Learning,South Sudan,2024-07-28,Completed
1362,2567,SCH-079,Adult Learning,Uganda,2025-06-02,Dropped
1363,674,SCH-063,Primary,South Sudan,2025-10-23,Enrolled
1364,4980,SCH-040,Primary,South Sudan,2024-11-01,Dropped
1365,3739,SCH-059,Vocational,Ethiopia,2026-07-02,Enrolled
1366,4899,SCH-003,Secondary,Ethiopia,2026-05-23,Completed
1367,3179,SCH-066,Adult Learning,South Sudan,2024-08-28,Completed
1368,760,SCH-055,Adult Learning,Ethiopia,2025-03-24,Dropped
1369,3704,SCH-020,Secondary,Somalia,2025-12-13,Completed
1370,2081,SCH-047,Vocational,Somalia,2026-01-06,Completed
1371,197,SCH-030,Adult Learning,Uganda,2025-05-13,Completed
1372,4772,SCH-051,Secondary,Ethiopia,2026-07-14,Completed
1373,2942,SCH-013,Adult Learning,Ethiopia,2025-06-28,Dropped
1374,1806,SCH-011,Primary,South Sudan,2025-12-09,Dropped
1375,2605,SCH-064,Adult Learning,Uganda,2025-03-31,Completed
1376,2596,SCH-059,Secondary,Ethiopia,2026-05-31,Dropped
1377,3221,SCH-006,Vocational,Ethiopia,2026-01-27,Enrolled
1378,1790,SCH-001,Adult Learning,Kenya,2025-10-20,Completed
1379,2070,SCH-069,Vocational,Ethiopia,2024-08-09,Dropped
1380,616,SCH-013,Adult Learning,Ethiopia,2025-01-12,Dropped
1381,1128,SCH-012,Primary,Kenya,2024-11-07,Completed
1382,1564,SCH-043,Vocational,Somalia,2024-08-22,Dropped
1383,1184,SCH-058,Vocational,Kenya,2025-03-11,Dropped
1384,155,SCH-003,Secondary,Kenya,2025-10-07,Completed
1385,3250,SCH-029,Secondary,Somalia,2026-06-07,Enrolled
1386,1764,SCH-057,Vocational,South Sudan,2025-03-20,Enrolled
1387,231,SCH-030,Primary,Ethiopia,2024-10-14,Enrolled
1388,4089,SCH-025,Adult Learning,Ethiopia,2025-06-22,Enrolled
1389,749,SCH-009,Vocational,Ethiopia,2025-04-08,Enrolled
1390,1023,SCH-047,Primary,Kenya,2025-11-01,Enrolled
1391,2047,SCH-048,Adult Learning,Ethiopia,2025-09-03,Enrolled
1392,1148,SCH-037,Primary,Ethiopia,2025-10-26,Completed
1393,2957,SCH-055,Adult Learning,South Sudan,2024-10-14,Completed
1394,3411,SCH-068,Secondary,Uganda,2025-09-19,Dropped
1395,4144,SCH-038,Primary,Kenya,2026-03-19,Enrolled
1396,2623,SCH-016,Adult Learning,Somalia,2024-12-19,Enrolled
1397,3052,SCH-052,Vocational,Somalia,2024-08-17,Dropped
1398,3498,SCH-073,Primary,Kenya,2024-10-22,Dropped
1399,4887,SCH-074,Primary,Somalia,2025-10-15,Completed
1400,4110,SCH-041,Secondary,Uganda,2024-11-14,Completed
1401,3705,SCH-076,Adult Learning,Ethiopia,2025-06-22,Enrolled
1402,1490,SCH-028,Secondary,Uganda,2024-10-12,Dropped
1403,3058,SCH-049,Primary,Somalia,2025-06-21,Dropped
1404,144,SCH-005,Secondary,Ethiopia,2026-06-04,Enrolled
1405,1418,SCH-004,Adult Learning,Somalia,2025-01-29,Dropped
1406,4290,SCH-058,Vocational,Ethiopia,2026-02-21,Enrolled
1407,80,SCH-044,Vocational,Ethiopia,2025-04-21,Completed
1408,2355,SCH-054,Primary,Ethiopia,2025-02-22,Completed
1409,1473,SCH-052,Secondary,Uganda,2024-09-27,Enrolled
1410,1502,SCH-019,Primary,Uganda,2025-04-12,Enrolled
1411,2830,SCH-032,Primary,Somalia,2024-12-21,Enrolled
1412,1649,SCH-046,Vocational,Kenya,2025-10-30,Completed
1413,3228,SCH-020,Secondary,Ethiopia,2024-10-18,Enrolled
1414,2828,SCH-065,Vocational,South Sudan,2024-12-20,Enrolled
1415,3539,SCH-076,Primary,Kenya,2025-12-03,Enrolled
1416,4201,SCH-080,Secondary,South Sudan,2024-12-03,Enrolled
1417,2592,SCH-027,Vocational,Uganda,2024-12-21,Enrolled
1418,2468,SCH-016,Primary,Uganda,2025-04-30,Enrolled
1419,4348,SCH-052,Primary,Uganda,2024-08-26,Completed
1420,1775,SCH-075,Adult Learning,Somalia,2026-04-23,Dropped
1421,2936,SCH-022,Primary,Uganda,2025-02-17,Dropped
1422,3515,SCH-027,Secondary,Ethiopia,2025-07-12,Dropped
1423,4683,SCH-003,Vocational,Kenya,2024-08-10,Dropped
1424,3330,SCH-043,Secondary,Somalia,2024-08-20,Dropped
1425,20,SCH-054,Secondary,South Sudan,2026-03-17,Dropped
1426,4420,SCH-051,Vocational,Somalia,2025-07-29,Dropped
1427,4010,SCH-076,Primary,South Sudan,2025-07-03,Completed
1428,2220,SCH-041,Primary,South Sudan,2024-07-26,Completed
1429,4679,SCH-022,Vocational,Ethiopia,2026-02-03,Dropped
1430,4582,SCH-047,Adult Learning,Uganda,2024-07-28,Dropped
1431,952,SCH-007,Adult Learning,Uganda,2025-07-28,Enrolled
1432,1463,SCH-041,Primary,Uganda,2025-02-08,Enrolled
1433,2986,SCH-030,Vocational,South Sudan,2026-03-06,Enrolled
1434,2591,SCH-070,Adult Learning,Somalia,2025-02-02,Dropped
1435,458,SCH-056,Secondary,South Sudan,2026-01-31,Dropped
1436,2346,SCH-021,Secondary,South Sudan,2025-04-02,Enrolled
1437,2487,SCH-005,Vocational,Uganda,2026-02-23,Dropped
1438,3217,SCH-074,Adult Learning,South Sudan,2026-02-09,Dropped
1439,1266,SCH-052,Secondary,Somalia,2026-04-17,Dropped
1440,148,SCH-011,Secondary,Ethiopia,2025-12-28,Dropped
1441,1747,SCH-051,Primary,South Sudan,2024-11-07,Dropped
1442,1241,SCH-012,Primary,Ethiopia,2026-03-19,Dropped
1443,4361,SCH-047,Secondary,Ethiopia,2025-01-09,Enrolled
1444,4246,SCH-022,Primary,Somalia,2025-01-30,Completed
1445,1638,SCH-016,Primary,Ethiopia,2026-01-02,Dropped
1446,36,SCH-072,Primary,Ethiopia,2025-12-07,Enrolled
1447,4727,SCH-065,Primary,Uganda,2024-11-14,Completed
1448,2302,SCH-066,Vocational,Ethiopia,2025-01-02,Completed
1449,3446,SCH-040,Primary,Ethiopia,2025-03-10,Dropped
1450,2195,SCH-067,Adult Learning,Uganda,2025-05-11,Enrolled
1451,4211,SCH-078,Primary,Kenya,2025-01-29,Completed
1452,189,SCH-023,Vocational,South Sudan,2025-02-08,Dropped
1453,3355,SCH-049,Vocational,South Sudan,2025-05-03,Completed
1454,4850,SCH-053,Secondary,Ethiopia,2025-08-14,Enrolled
1455,1656,SCH-023,Adult Learning,Ethiopia,2026-04-07,Enrolled
1456,4466,SCH-039,Secondary,Kenya,2024-08-20,Completed
1457,463,SCH-023,Primary,Kenya,2024-11-16,Dropped
1458,2913,SCH-047,Adult Learning,Somalia,2025-04-15,Enrolled
1459,1146,SCH-056,Primary,Kenya,2025-09-02,Dropped
1460,4368,SCH-075,Primary,Somalia,2024-08-17,Completed
1461,537,SCH-050,Primary,Ethiopia,2025-04-10,Dropped
1462,3860,SCH-004,Vocational,Somalia,2026-02-22,Enrolled
1463,1157,SCH-069,Vocational,Ethiopia,2025-04-03,Enrolled
1464,2660,SCH-056,Vocational,Uganda,2024-11-09,Dropped
1465,949,SCH-007,Adult Learning,South Sudan,2025-09-01,Enrolled
1466,495,SCH-043,Primary,Ethiopia,2026-02-19,Enrolled
1467,1259,SCH-056,Vocational,Ethiopia,2024-11-11,Completed
1468,3062,SCH-024,Primary,Ethiopia,2024-11-21,Enrolled
1469,796,SCH-072,Secondary,Kenya,2025-03-06,Dropped
1470,3797,SCH-046,Secondary,Ethiopia,2026-01-26,Completed
1471,1825,SCH-060,Adult Learning,South Sudan,2026-01-22,Completed
1472,3440,SCH-034,Adult Learning,Somalia,2025-08-16,Dropped
1473,365,SCH-015,Vocational,South Sudan,2026-06-08,Enrolled
1474,910,SCH-036,Primary,Uganda,2026-01-25,Enrolled
1475,4613,SCH-025,Secondary,Ethiopia,2025-08-21,Completed
1476,425,SCH-076,Primary,Kenya,2024-08-21,Dropped
1477,1976,SCH-071,Primary,South Sudan,2025-09-29,Completed
1478,54,SCH-002,Adult Learning,South Sudan,2025-07-05,Dropped
1479,1098,SCH-016,Adult Learning,Ethiopia,2025-11-23,Dropped
1480,4074,SCH-002,Adult Learning,Uganda,2025-12-03,Dropped
1481,1772,SCH-016,Adult Learning,Kenya,2026-04-08,Dropped
1482,4723,SCH-007,Primary,Somalia,2024-07-20,Enrolled
1483,2178,SCH-002,Primary,Kenya,2025-11-04,Enrolled
1484,4080,SCH-024,Primary,Somalia,2026-06-29,Enrolled
1485,4,SCH-002,Primary,South Sudan,2026-05-03,Enrolled
1486,1339,SCH-052,Vocational,Kenya,2025-10-06,Completed
1487,3802,SCH-044,Adult Learning,Somalia,2025-01-15,Completed
1488,3106,SCH-050,Primary,Kenya,2026-01-23,Enrolled
1489,250,SCH-027,Adult Learning,South Sudan,2026-05-05,Completed
1490,2011,SCH-006,Secondary,Somalia,2026-05-09,Enrolled
1491,4835,SCH-043,Secondary,Ethiopia,2025-12-24,Enrolled
1492,2152,SCH-022,Secondary,Uganda,2024-08-28,Completed
1493,2513,SCH-041,Vocational,Somalia,2026-02-28,Enrolled
1494,4913,SCH-065,Primary,Uganda,2025-09-19,Enrolled
1495,439,SCH-013,Secondary,Ethiopia,2026-03-21,Dropped
1496,4445,SCH-050,Secondary,Kenya,2024-09-23,Completed
1497,2579,SCH-013,Adult Learning,South Sudan,2025-11-13,Completed
1498,1680,SCH-009,Primary,Uganda,2025-11-27,Completed
1499,1043,SCH-071,Adult Learning,Somalia,2025-10-28,Enrolled
1500,3873,SCH-013,Vocational,Kenya,2025-02-10,Enrolled
1501,3393,SCH-028,Secondary,Uganda,2024-08-13,Completed
1502,2916,SCH-012,Adult Learning,Ethiopia,2025-06-04,Dropped
1503,3558,SCH-007,Adult Learning,Ethiopia,2026-01-03,Dropped
1504,4946,SCH-028,Primary,Kenya,2026-03-18,Enrolled
1505,2146,SCH-029,Adult Learning,Somalia,2025-03-30,Enrolled
1506,1909,SCH-053,Primary,South Sudan,2026-01-11,Dropped
1507,792,SCH-026,Adult Learning,Kenya,2026-01-11,Enrolled
1508,2231,SCH-010,Vocational,Ethiopia,2025-01-16,Enrolled
1509,3771,SCH-032,Primary,Somalia,2024-09-30,Enrolled
1510,2291,SCH-035,Primary,Kenya,2025-08-14,Dropped
1511,34,SCH-039,Secondary,Somalia,2024-12-22,Dropped
1512,4524,SCH-080,Adult Learning,Uganda,2025-03-27,Enrolled
1513,2386,SCH-027,Adult Learning,Kenya,2024-10-02,Completed
1514,240,SCH-070,Secondary,Kenya,2026-07-04,Enrolled
1515,3333,SCH-004,Primary,Uganda,2024-11-23,Dropped
1516,319,SCH-047,Secondary,Kenya,2026-02-01,Dropped
1517,3387,SCH-007,Primary,Uganda,2024-09-14,Enrolled
1518,3599,SCH-007,Primary,South Sudan,2025-04-08,Dropped
1519,4382,SCH-075,Secondary,Kenya,2025-12-17,Completed
1520,3705,SCH-052,Vocational,Ethiopia,2026-04-04,Enrolled
1521,3231,SCH-054,Secondary,Uganda,2026-07-12,Enrolled
1522,1677,SCH-054,Primary,South Sudan,2025-04-01,Enrolled
1523,1324,SCH-071,Primary,South Sudan,2025-11-03,Enrolled
1524,1689,SCH-030,Primary,Kenya,2026-04-10,Enrolled
1525,1366,SCH-075,Primary,Ethiopia,2026-01-25,Enrolled
1526,243,SCH-015,Secondary,Somalia,2026-04-07,Dropped
1527,2642,SCH-045,Vocational,Somalia,2025-07-29,Enrolled
1528,3369,SCH-078,Vocational,Somalia,2025-04-05,Completed
1529,1644,SCH-049,Vocational,South Sudan,2024-11-14,Enrolled
1530,1257,SCH-006,Adult Learning,Uganda,2026-02-22,Completed
1531,889,SCH-020,Adult Learning,Ethiopia,2025-04-09,Enrolled
1532,4656,SCH-063,Vocational,Uganda,2025-03-22,Completed
1533,3302,SCH-054,Secondary,South Sudan,2025-02-17,Enrolled
1534,3956,SCH-068,Vocational,Somalia,2025-02-18,Enrolled
1535,707,SCH-003,Secondary,South Sudan,2025-11-13,Completed
1536,2672,SCH-039,Primary,South Sudan,2025-01-03,Completed
1537,1512,SCH-014,Primary,Uganda,2026-05-13,Completed
1538,4708,SCH-046,Vocational,Uganda,2026-07-16,Enrolled
1539,4232,SCH-042,Adult Learning,Kenya,2025-01-04,Completed
1540,4920,SCH-075,Vocational,Ethiopia,2025-06-06,Enrolled
1541,3987,SCH-022,Adult Learning,Uganda,2025-08-04,Enrolled
1542,4596,SCH-048,Vocational,South Sudan,2026-05-04,Completed
1543,3072,SCH-035,Primary,Ethiopia,2026-06-29,Completed
1544,203,SCH-016,Primary,Uganda,2025-04-10,Dropped
1545,4743,SCH-076,Vocational,Uganda,2025-05-11,Dropped
1546,216,SCH-042,Primary,Kenya,2025-04-30,Completed
1547,4095,SCH-031,Primary,Somalia,2025-10-28,Completed
1548,582,SCH-072,Adult Learning,Somalia,2025-05-07,Enrolled
1549,3286,SCH-026,Vocational,Somalia,2025-09-29,Completed
1550,1517,SCH-028,Secondary,Somalia,2025-02-16,Completed
1551,3233,SCH-042,Adult Learning,Ethiopia,2024-10-21,Enrolled
1552,762,SCH-046,Vocational,Kenya,2025-11-29,Enrolled
1553,3859,SCH-013,Primary,Uganda,2025-05-26,Enrolled
1554,4911,SCH-041,Adult Learning,Somalia,2025-08-15,Enrolled
1555,3096,SCH-007,Vocational,South Sudan,2025-03-01,Completed
1556,753,SCH-043,Vocational,Kenya,2025-04-15,Dropped
1557,1664,SCH-021,Secondary,Ethiopia,2024-10-09,Dropped
1558,535,SCH-055,Vocational,South Sudan,2024-12-18,Dropped
1559,1951,SCH-029,Secondary,South Sudan,2026-04-23,Enrolled
1560,1281,SCH-023,Primary,Ethiopia,2026-02-10,Enrolled
1561,3963,SCH-026,Vocational,South Sudan,2025-01-25,Enrolled
1562,361,SCH-042,Secondary,South Sudan,2024-11-04,Enrolled
1563,4405,SCH-077,Adult Learning,South Sudan,2026-05-22,Dropped
1564,387,SCH-009,Secondary,South Sudan,2025-10-14,Dropped
1565,3395,SCH-070,Secondary,Ethiopia,2026-05-08,Enrolled
1566,829,SCH-069,Vocational,Ethiopia,2026-03-25,Dropped
1567,3631,SCH-067,Primary,Kenya,2024-12-16,Enrolled
1568,2635,SCH-019,Primary,Somalia,2025-12-24,Completed
1569,4573,SCH-029,Secondary,Kenya,2025-02-11,Completed
1570,4488,SCH-009,Vocational,South Sudan,2026-06-04,Completed
1571,62,SCH-022,Primary,Somalia,2024-12-23,Dropped
1572,907,SCH-077,Adult Learning,Uganda,2025-05-20,Enrolled
1573,4761,SCH-070,Adult Learning,South Sudan,2025-03-29,Completed
1574,699,SCH-043,Vocational,Somalia,2025-02-26,Dropped
1575,3207,SCH-079,Adult Learning,Kenya,2026-04-29,Completed
1576,1598,SCH-036,Secondary,Kenya,2025-11-27,Enrolled
1577,2411,SCH-049,Vocational,Somalia,2026-07-11,Enrolled
1578,1065,SCH-001,Vocational,Uganda,2025-07-04,Completed
1579,1312,SCH-078,Adult Learning,Uganda,2025-05-24,Completed
1580,965,SCH-050,Secondary,Ethiopia,2026-02-09,Dropped
1581,665,SCH-034,Secondary,Ethiopia,2026-07-10,Dropped
1582,1332,SCH-024,Secondary,Uganda,2025-11-05,Enrolled
1583,3599,SCH-027,Secondary,Somalia,2026-06-25,Enrolled
1584,4421,SCH-026,Secondary,South Sudan,2025-09-24,Enrolled
1585,4371,SCH-046,Primary,Somalia,2024-10-22,Dropped
1586,1522,SCH-046,Adult Learning,Kenya,2025-02-09,Enrolled
1587,4425,SCH-010,Secondary,Kenya,2024-09-13,Dropped
1588,437,SCH-074,Vocational,Kenya,2026-02-06,Completed
1589,1393,SCH-062,Adult Learning,Uganda,2026-02-27,Dropped
1590,229,SCH-041,Secondary,Uganda,2026-05-27,Enrolled
1591,2613,SCH-026,Primary,Kenya,2026-03-18,Enrolled
1592,4596,SCH-075,Primary,Uganda,2025-04-20,Enrolled
1593,925,SCH-038,Secondary,Ethiopia,2026-05-03,Enrolled
1594,4425,SCH-017,Adult Learning,Kenya,2025-07-17,Completed
1595,3766,SCH-020,Vocational,Uganda,2025-10-17,Completed
1596,3656,SCH-060,Secondary,South Sudan,2026-03-12,Dropped
1597,2710,SCH-018,Adult Learning,Uganda,2025-05-29,Dropped
1598,2699,SCH-060,Vocational,Uganda,2025-03-26,Enrolled
1599,2227,SCH-028,Adult Learning,Somalia,2025-07-09,Completed
1600,1327,SCH-064,Primary,Somalia,2024-11-12,Dropped
1601,365,SCH-013,Adult Learning,Ethiopia,2024-11-25,Enrolled
1602,672,SCH-021,Secondary,Uganda,2025-01-26,Dropped
1603,3491,SCH-013,Primary,Ethiopia,2025-06-29,Completed
1604,3437,SCH-041,Adult Learning,Kenya,2026-02-18,Dropped
1605,3355,SCH-031,Primary,Ethiopia,2025-11-26,Dropped
1606,2593,SCH-004,Primary,Uganda,2025-11-06,Enrolled
1607,2308,SCH-039,Primary,South Sudan,2025-01-14,Dropped
1608,4945,SCH-079,Secondary,Ethiopia,2026-02-10,Completed
1609,3920,SCH-039,Secondary,South Sudan,2025-06-24,Completed
1610,856,SCH-024,Vocational,Kenya,2025-02-23,Completed
1611,3681,SCH-014,Adult Learning,Kenya,2025-11-07,Completed
1612,1323,SCH-069,Primary,Somalia,2025-03-05,Completed
1613,1059,SCH-043,Primary,South Sudan,2025-06-08,Dropped
1614,476,SCH-046,Secondary,Uganda,2026-01-21,Dropped
1615,435,SCH-023,Secondary,Somalia,2026-07-02,Enrolled
1616,4678,SCH-075,Adult Learning,Uganda,2026-06-16,Enrolled
1617,1101,SCH-058,Secondary,South Sudan,2025-01-26,Completed
1618,3436,SCH-050,Primary,Ethiopia,2025-12-21,Enrolled
1619,3087,SCH-039,Vocational,Somalia,2025-02-06,Enrolled
1620,1772,SCH-007,Adult Learning,Kenya,2024-10-26,Dropped
1621,449,SCH-007,Secondary,Somalia,2026-02-09,Enrolled
1622,823,SCH-054,Primary,Kenya,2025-01-16,Enrolled
1623,2752,SCH-017,Primary,South Sudan,2026-06-13,Enrolled
1624,3891,SCH-001,Vocational,Somalia,2026-03-02,Completed
1625,1861,SCH-017,Secondary,Uganda,2026-05-29,Enrolled
1626,3984,SCH-015,Secondary,Somalia,2026-05-24,Enrolled
1627,915,SCH-054,Vocational,Somalia,2024-12-07,Enrolled
1628,1506,SCH-066,Secondary,South Sudan,2025-08-09,Enrolled
1629,2066,SCH-005,Vocational,Somalia,2024-12-23,Enrolled
1630,171,SCH-034,Primary,Somalia,2026-06-15,Enrolled
1631,2397,SCH-031,Vocational,Somalia,2026-03-14,Enrolled
1632,4017,SCH-003,Secondary,Somalia,2026-01-30,Enrolled
1633,1188,SCH-029,Secondary,Kenya,2025-10-02,Completed
1634,4209,SCH-076,Adult Learning,Ethiopia,2025-11-21,Dropped
1635,1047,SCH-065,Secondary,South Sudan,2025-09-01,Enrolled
1636,196,SCH-006,Vocational,Somalia,2025-04-29,Enrolled
1637,3315,SCH-016,Secondary,South Sudan,2025-10-15,Completed
1638,3819,SCH-059,Adult Learning,Somalia,2026-03-09,Enrolled
1639,1552,SCH-018,Secondary,Kenya,2026-06-29,Completed
