distribution_id,project_id,beneficiary_id,food_item,quantity,unit,country,distribution_date,warehouse_code
3722,17,3054,Salt,24,kg,Somalia,2025-10-14,WH-001
3723,12,950,Beans,44,kg,South Sudan,2025-11-13,WH-002
3724,27,1007,Lentils,97,kg,Somalia,2025-06-28,WH-001
3725,7,879,Sugar,98,kg,Kenya,2024-10-11,WH-002
3726,16,2587,Rice,16,kg,Ethiopia,2026-04-07,WH-003
3727,26,300,Cooking Oil,41,kg,Uganda,2025-10-24,WH-002
3728,1,2397,Salt,98,kg,Ethiopia,2024-12-03,WH-004
3729,14,3533,Salt,57,kg,South Sudan,2024-12-20,WH-003
3730,10,2811,Maize Flour,68,kg,South Sudan,2025-11-20,WH-002
3731,12,4493,Rice,2,kg,South Sudan,2025-10-19,WH-002
3732,23,2203,Lentils,82,kg,South Sudan,2026-05-07,WH-004
3733,10,741,Lentils,20,kg,Uganda,2025-08-02,WH-003
3734,1,3559,Rice,17,kg,Kenya,2025-11-30,WH-003
3735,1,2785,Cooking Oil,33,kg,South Sudan,2026-03-26,WH-001
3736,22,33,Maize Flour,43,kg,Ethiopia,2025-06-29,WH-002
3737,8,4030,Salt,91,kg,South Sudan,2024-11-02,WH-004
3738,20,4988,Maize Flour,96,kg,South Sudan,2025-10-29,WH-001
3739,13,2025,Rice,4,kg,Somalia,2026-01-11,WH-001
3740,4,755,Maize Flour,61,kg,Ethiopia,2025-08-01,WH-004
3741,4,2975,Rice,17,kg,Somalia,2025-03-22,WH-004
3742,13,4972,Lentils,40,kg,Somalia,2025-06-20,WH-002
3743,29,1336,Salt,48,kg,Somalia,2024-09-27,WH-004
3744,21,1024,Salt,27,kg,Uganda,2026-03-05,WH-001
3745,19,1491,Maize Flour,14,kg,Uganda,2025-01-10,WH-002
3746,2,4424,Rice,30,kg,Ethiopia,2026-02-16,WH-004
3747,22,3278,Maize Flour,34,kg,Kenya,2025-01-07,WH-003
3748,5,1298,Maize Flour,59,kg,Uganda,2025-10-04,WH-001
3749,28,4629,Sugar,90,kg,Uganda,2024-12-15,WH-003
3750,23,786,Cooking Oil,23,kg,South Sudan,2025-01-24,WH-003
3751,15,446,Cooking Oil,28,kg,Somalia,2024-10-08,WH-003
3752,8,1774,Beans,44,kg,Ethiopia,2026-06-03,WH-004
3753,23,462,Cooking Oil,5,kg,South Sudan,2026-02-28,WH-003
3754,19,3370,Beans,81,kg,Kenya,2024-09-11,WH-002
3755,13,4697,Salt,46,kg,Kenya,2025-08-26,WH-001
3756,3,3209,Lentils,15,kg,South Sudan,2025-07-07,WH-001
3757,13,3164,Beans,68,kg,South Sudan,2025-04-19,WH-002
3758,21,4150,Maize Flour,3,kg,Kenya,2025-12-13,WH-004
3759,13,1462,Sugar,36,kg,Uganda,2025-04-04,WH-003
3760,2,4938,Maize Flour,66,kg,Uganda,2025-06-02,WH-004
3761,9,2046,Cooking Oil,72,kg,Uganda,2025-06-06,WH-004
3762,1,2713,Lentils,2,kg,Ethiopia,2025-11-29,WH-003
3763,11,3814,Lentils,66,kg,Kenya,2024-11-12,WH-004
3764,7,630,Cooking Oil,71,kg,Uganda,2026-04-01,WH-004
3765,24,3863,Beans,58,kg,Ethiopia,2024-12-18,WH-003
3766,29,4535,Cooking Oil,22,kg,South Sudan,2025-06-23,WH-001
3767,18,4790,Salt,48,kg,Ethiopia,2026-05-05,WH-002
3768,29,4067,Cooking Oil,82,kg,Somalia,2026-03-15,WH-004
3769,1,4278,Maize Flour,7,kg,Uganda,2025-06-29,WH-003
3770,18,4401,Maize Flour,37,kg,Uganda,2026-03-02,WH-001
3771,28,25,Sugar,78,kg,South Sudan,2026-05-30,WH-002
3772,8,3780,Salt,40,kg,South Sudan,2025-05-16,WH-002
3773,12,1248,Beans,86,kg,Ethiopia,2025-03-15,WH-001
3774,10,302,Maize Flour,61,kg,Ethiopia,2026-01-04,WH-003
3775,19,2897,Beans,99,kg,Uganda,2025-04-01,WH-001
3776,23,3828,Maize Flour,4,kg,Somalia,2026-04-16,WH-003
3777,17,1647,Lentils,70,kg,Ethiopia,2025-01-31,WH-002
3778,16,3898,Lentils,82,kg,South Sudan,2026-05-18,WH-002
3779,22,3963,Sugar,61,kg,Kenya,2025-11-15,WH-004
3780,12,1006,Sugar,39,kg,South Sudan,2025-08-07,WH-004
3781,8,4499,Rice,88,kg,Somalia,2025-02-10,WH-002
3782,24,4005,Cooking Oil,44,kg,Uganda,2024-11-12,WH-001
3783,28,2478,Rice,66,kg,South Sudan,2026-03-25,WH-004
3784,18,2206,Beans,39,kg,Kenya,2026-01-12,WH-001
3785,9,4426,Beans,71,kg,Somalia,2025-09-09,WH-001
3786,30,2330,Maize Flour,40,kg,Somalia,2025-11-11,WH-004
3787,5,3543,Cooking Oil,18,kg,Ethiopia,2025-03-19,WH-001
3788,21,3,Sugar,91,kg,Uganda,2025-07-10,WH-002
3789,23,2016,Salt,29,kg,Uganda,2025-02-14,WH-002
3790,30,440,Beans,65,kg,South Sudan,2024-08-09,WH-001
3791,27,2163,Cooking Oil,97,kg,South Sudan,2026-05-21,WH-003
3792,14,545,Salt,86,kg,Ethiopia,2025-08-06,WH-003
3793,9,933,Beans,80,kg,Ethiopia,2024-09-29,WH-004
3794,18,2118,Sugar,34,kg,Uganda,2024-08-16,WH-002
3795,18,3111,Rice,48,kg,South Sudan,2025-11-20,WH-002
3796,2,1608,Maize Flour,19,kg,Kenya,2025-11-26,WH-002
3797,20,460,Lentils,63,kg,South Sudan,2025-09-23,WH-003
3798,15,4327,Maize Flour,82,kg,Uganda,2025-11-11,WH-002
3799,5,1962,Maize Flour,21,kg,Ethiopia,2024-09-17,WH-003
3800,13,570,Maize Flour,38,kg,Kenya,2025-12-16,WH-003
3801,12,4011,Beans,89,kg,Somalia,2024-11-07,WH-003
3802,17,4217,Maize Flour,94,kg,Kenya,2026-03-08,WH-004
3803,2,2954,Rice,70,kg,Ethiopia,2026-07-01,WH-002
3804,4,757,Lentils,89,kg,South Sudan,2024-12-13,WH-003
3805,8,1873,Sugar,52,kg,South Sudan,2025-06-04,WH-003
3806,29,1696,Rice,36,kg,Kenya,2026-06-02,WH-003
3807,15,2649,Rice,16,kg,Kenya,2025-12-27,WH-004
3808,1,402,Maize Flour,27,kg,Uganda,2025-07-25,WH-001
3809,13,4086,Salt,30,kg,Kenya,2024-09-07,WH-003
3810,23,3444,Lentils,10,kg,Somalia,2026-06-28,WH-002
3811,4,1045,Cooking Oil,33,kg,Ethiopia,2025-06-16,WH-003
3812,26,4430,Sugar,5,kg,Uganda,2026-07-17,WH-004
3813,14,4228,Rice,14,kg,Ethiopia,2025-02-18,WH-003
3814,1,764,Sugar,83,kg,Kenya,2024-12-27,WH-003
3815,26,4650,Rice,99,kg,Ethiopia,2024-08-23,WH-001
3816,21,11,Sugar,95,kg,Kenya,2025-05-31,WH-003
3817,6,226,Cooking Oil,69,kg,Uganda,2026-01-16,WH-001
3818,18,1286,Beans,67,kg,Ethiopia,2025-01-08,WH-004
3819,26,1177,Beans,72,kg,Ethiopia,2024-11-22,WH-002
3820,19,1056,Rice,37,kg,Kenya,2026-02-23,WH-004
3821,25,4584,Sugar,25,kg,South Sudan,2025-05-14,WH-001
3822,12,3721,Beans,90,kg,Uganda,2024-11-22,WH-003
3823,19,4783,Sugar,48,kg,Ethiopia,2026-03-18,WH-004
3824,2,3691,Salt,22,kg,Uganda,2024-12-20,WH-003
3825,6,4418,Beans,32,kg,Uganda,2025-08-25,WH-002
3826,6,1344,Cooking Oil,30,kg,South Sudan,2025-04-25,WH-002
3827,30,257,Maize Flour,97,kg,South Sudan,2026-06-08,WH-002
3828,15,1292,Rice,82,kg,Uganda,2025-04-30,WH-001
3829,26,4160,Rice,66,kg,South Sudan,2024-11-16,WH-003
3830,25,3340,Salt,45,kg,Somalia,2025-06-07,WH-004
3831,25,4168,Maize Flour,77,kg,Kenya,2025-12-15,WH-003
3832,16,4299,Beans,40,kg,South Sudan,2024-10-22,WH-001
3833,6,2003,Rice,54,kg,Somalia,2026-05-24,WH-003
3834,24,3042,Salt,94,kg,South Sudan,2026-04-02,WH-004
3835,5,89,Maize Flour,87,kg,Somalia,2024-12-24,WH-003
3836,26,2820,Rice,49,kg,Uganda,2026-07-12,WH-001
3837,23,4352,Sugar,31,kg,Uganda,2026-02-20,WH-001
3838,2,3451,Sugar,74,kg,South Sudan,2025-07-05,WH-004
3839,23,2443,Sugar,91,kg,South Sudan,2026-04-15,WH-004
3840,2,1189,Maize Flour,56,kg,Ethiopia,2025-01-13,WH-001
3841,11,1288,Lentils,37,kg,South Sudan,2025-08-31,WH-004
3842,10,2514,Salt,39,kg,South Sudan,2026-03-28,WH-003
3843,5,1694,Maize Flour,79,kg,Kenya,2026-06-10,WH-003
3844,4,3197,Lentils,92,kg,Uganda,2025-07-14,WH-001
3845,10,964,Salt,66,kg,Somalia,2024-11-05,WH-001
3846,18,2138,Rice,14,kg,Kenya,2025-09-10,WH-001
3847,20,3084,Maize Flour,94,kg,Somalia,2025-03-20,WH-002
3848,3,4010,Maize Flour,76,kg,Kenya,2024-08-05,WH-001
3849,11,4668,Lentils,25,kg,Uganda,2025-01-16,WH-002
3850,11,4978,Rice,71,kg,Kenya,2026-05-06,WH-001
3851,4,1688,Sugar,11,kg,Ethiopia,2025-11-26,WH-001
3852,27,2418,Beans,96,kg,South Sudan,2026-01-26,WH-002
3853,16,1325,Rice,100,kg,Somalia,2025-06-30,WH-001
3854,19,2382,Maize Flour,28,kg,Somalia,2026-01-03,WH-001
3855,15,2942,Maize Flour,3,kg,Uganda,2025-08-31,WH-003
3856,27,4302,Rice,64,kg,Somalia,2025-05-18,WH-002
3857,22,4664,Salt,44,kg,Somalia,2025-03-30,WH-001
3858,26,4935,Beans,1,kg,Ethiopia,2025-02-27,WH-003
3859,23,3686,Salt,44,kg,Kenya,2025-01-04,WH-002
3860,21,1435,Sugar,26,kg,Somalia,2025-12-29,WH-002
3861,3,1982,Sugar,25,kg,Uganda,2024-10-11,WH-004
3862,19,621,Lentils,43,kg,Uganda,2026-06-26,WH-004
3863,10,4203,Lentils,79,kg,South Sudan,2025-05-02,WH-004
3864,22,2748,Sugar,39,kg,South Sudan,2025-08-07,WH-003
3865,23,1993,Rice,61,kg,South Sudan,2025-06-23,WH-002
3866,27,2329,Maize Flour,11,kg,Uganda,2026-07-11,WH-003
3867,24,1283,Lentils,35,kg,South Sudan,2025-06-21,WH-002
3868,23,3378,Maize Flour,95,kg,Kenya,2025-12-24,WH-001
3869,23,2943,Beans,26,kg,Kenya,2026-05-08,WH-001
3870,16,4081,Rice,77,kg,South Sudan,2024-12-11,WH-003
3871,12,2443,Lentils,62,kg,Ethiopia,2025-04-03,WH-004
3872,5,2476,Salt,78,kg,Kenya,2025-03-16,WH-004
3873,23,1083,Rice,29,kg,Uganda,2024-08-01,WH-001
3874,6,171,Salt,6,kg,Kenya,2024-11-13,WH-003
3875,12,1348,Salt,33,kg,Ethiopia,2026-06-16,WH-001
3876,23,1818,Rice,4,kg,Ethiopia,2024-11-12,WH-002
3877,6,4465,Sugar,75,kg,Uganda,2025-04-03,WH-001
3878,11,681,Rice,70,kg,South Sudan,2025-02-27,WH-002
3879,4,1480,Salt,41,kg,Somalia,2024-08-16,WH-002
3880,25,4303,Sugar,94,kg,Kenya,2024-09-04,WH-001
3881,3,1810,Sugar,74,kg,Uganda,2025-10-01,WH-004
3882,9,2997,Sugar,98,kg,Kenya,2026-02-17,WH-001
3883,30,3091,Sugar,69,kg,South Sudan,2025-01-11,WH-002
3884,20,1498,Rice,80,kg,Uganda,2026-01-16,WH-001
3885,27,2591,Rice,26,kg,South Sudan,2025-03-31,WH-002
3886,24,4522,Sugar,33,kg,Somalia,2026-03-29,WH-001
3887,15,1117,Salt,6,kg,Kenya,2025-01-07,WH-002
3888,14,1786,Beans,17,kg,Somalia,2025-10-18,WH-003
3889,3,1302,Cooking Oil,75,kg,Ethiopia,2024-11-03,WH-004
3890,1,4526,Sugar,39,kg,South Sudan,2026-02-02,WH-001
3891,23,3563,Maize Flour,23,kg,South Sudan,2025-09-21,WH-004
3892,7,4887,Salt,79,kg,South Sudan,2024-11-05,WH-002
3893,25,3475,Lentils,68,kg,Uganda,2024-07-24,WH-001
3894,21,3078,Beans,74,kg,Ethiopia,2025-07-10,WH-001
3895,24,1590,Salt,19,kg,Ethiopia,2026-05-19,WH-003
3896,8,3985,Lentils,87,kg,Kenya,2025-07-30,WH-001
3897,7,3915,Lentils,53,kg,Kenya,2026-04-06,WH-001
3898,12,2717,Cooking Oil,3,kg,Uganda,2024-11-14,WH-004
3899,9,3623,Salt,25,kg,Kenya,2025-09-09,WH-002
3900,22,2137,Beans,41,kg,Uganda,2024-10-21,WH-003
3901,6,746,Maize Flour,75,kg,Uganda,2026-01-16,WH-004
3902,8,3076,Rice,42,kg,Ethiopia,2025-06-01,WH-002
3903,10,3564,Maize Flour,14,kg,Kenya,2025-12-04,WH-001
3904,27,4395,Lentils,37,kg,South Sudan,2026-02-02,WH-004
3905,18,3423,Sugar,79,kg,Kenya,2025-09-20,WH-001
3906,13,1637,Beans,2,kg,Uganda,2024-12-18,WH-001
3907,8,4313,Sugar,24,kg,Somalia,2026-02-10,WH-001
3908,9,1815,Salt,8,kg,Ethiopia,2025-11-14,WH-003
3909,5,1566,Cooking Oil,52,kg,Somalia,2025-03-22,WH-004
3910,14,1099,Rice,100,kg,Somalia,2025-07-02,WH-004
3911,27,3847,Lentils,25,kg,South Sudan,2026-04-08,WH-001
3912,9,3605,Salt,36,kg,South Sudan,2025-10-19,WH-003
3913,21,4337,Rice,54,kg,Somalia,2026-04-09,WH-003
3914,1,1305,Sugar,47,kg,Ethiopia,2024-08-08,WH-003
3915,5,1315,Lentils,73,kg,Uganda,2025-08-22,WH-004
3916,16,3298,Lentils,36,kg,Somalia,2026-04-11,WH-003
3917,29,4569,Cooking Oil,3,kg,Somalia,2024-08-17,WH-002
3918,22,3524,Sugar,5,kg,Uganda,2025-01-18,WH-004
3919,8,3614,Lentils,53,kg,Ethiopia,2026-03-06,WH-003
3920,30,2720,Cooking Oil,47,kg,Ethiopia,2026-05-24,WH-001
3921,8,3748,Sugar,90,kg,Ethiopia,2024-11-13,WH-004
3922,19,1452,Beans,55,kg,Kenya,2024-10-16,WH-003
3923,2,4522,Cooking Oil,39,kg,South Sudan,2026-05-14,WH-002
3924,9,4553,Cooking Oil,90,kg,Somalia,2025-12-10,WH-001
3925,29,754,Lentils,21,kg,Uganda,2024-10-12,WH-003
3926,4,540,Lentils,64,kg,Ethiopia,2024-10-11,WH-002
3927,5,2561,Cooking Oil,98,kg,Uganda,2025-08-01,WH-002
3928,4,830,Beans,74,kg,Ethiopia,2026-02-17,WH-001
3929,28,4891,Lentils,5,kg,South Sudan,2024-10-05,WH-004
3930,2,260,Maize Flour,32,kg,Kenya,2025-01-31,WH-004
3931,5,1554,Beans,40,kg,Somalia,2024-08-27,WH-001
3932,13,467,Maize Flour,38,kg,Ethiopia,2026-01-17,WH-001
3933,26,2014,Lentils,78,kg,Kenya,2025-11-09,WH-003
3934,24,4928,Lentils,92,kg,South Sudan,2025-12-20,WH-003
3935,16,2905,Maize Flour,94,kg,Somalia,2025-04-27,WH-003
3936,16,2699,Maize Flour,59,kg,Ethiopia,2026-02-21,WH-003
3937,8,3607,Sugar,26,kg,South Sudan,2025-02-28,WH-003
3938,26,4158,Sugar,26,kg,Uganda,2026-06-29,WH-002
3939,11,845,Rice,6,kg,Uganda,2024-08-09,WH-003
3940,15,2881,Beans,76,kg,Kenya,2024-11-02,WH-003
3941,21,4566,Beans,80,kg,South Sudan,2025-06-09,WH-001
3942,18,2038,Salt,77,kg,South Sudan,2026-04-19,WH-002
3943,24,4218,Cooking Oil,10,kg,Somalia,2025-12-11,WH-001
3944,21,691,Lentils,32,kg,Ethiopia,2025-03-23,WH-004
3945,26,1531,Cooking Oil,15,kg,Kenya,2026-05-24,WH-002
3946,3,4543,Beans,95,kg,Somalia,2025-08-14,WH-002
3947,23,2792,Sugar,34,kg,Uganda,2025-10-26,WH-001
3948,5,567,Cooking Oil,59,kg,Ethiopia,2024-10-21,WH-001
3949,8,2424,Maize Flour,37,kg,Uganda,2026-05-14,WH-004
3950,10,4686,Cooking Oil,70,kg,Uganda,2026-06-19,WH-001
3951,2,1257,Lentils,95,kg,Somalia,2026-05-23,WH-001
3952,16,1581,Lentils,92,kg,Kenya,2025-11-08,WH-002
3953,5,3933,Maize Flour,37,kg,South Sudan,2026-07-01,WH-001
3954,20,2567,Salt,57,kg,Ethiopia,2025-09-26,WH-001
3955,10,3285,Beans,1,kg,South Sudan,2024-09-18,WH-004
3956,23,1522,Maize Flour,51,kg,Somalia,2024-07-29,WH-002
3957,2,4631,Lentils,56,kg,Kenya,2026-07-14,WH-003
3958,17,2768,Lentils,45,kg,South Sudan,2025-10-16,WH-002
3959,26,941,Maize Flour,34,kg,Kenya,2025-05-08,WH-003
3960,24,1919,Rice,36,kg,Somalia,2024-10-18,WH-002
3961,30,362,Maize Flour,96,kg,Ethiopia,2025-11-09,WH-001
3962,16,1250,Beans,94,kg,Kenya,2025-06-16,WH-003
3963,27,3280,Rice,65,kg,South Sudan,2024-10-06,WH-004
3964,9,3020,Lentils,9,kg,South Sudan,2026-04-16,WH-004
3965,7,3164,Beans,40,kg,Ethiopia,2024-12-04,WH-001
3966,27,3644,Sugar,69,kg,South Sudan,2025-11-03,WH-002
3967,14,2023,Maize Flour,20,kg,Ethiopia,2025-06-16,WH-001
3968,28,2408,Maize Flour,36,kg,South Sudan,2024-09-03,WH-004
3969,15,4444,Sugar,63,kg,South Sudan,2024-10-30,WH-001
3970,19,3896,Maize Flour,68,kg,South Sudan,2024-08-21,WH-001
3971,21,4486,Beans,78,kg,Kenya,2025-09-13,WH-001
3972,8,3990,Cooking Oil,82,kg,Kenya,2026-01-07,WH-001
3973,3,2256,Sugar,43,kg,Uganda,2025-05-09,WH-004
3974,28,238,Maize Flour,30,kg,Uganda,2025-07-04,WH-001
3975,12,1436,Beans,46,kg,Somalia,2025-12-18,WH-002
3976,21,2322,Beans,45,kg,Uganda,2024-10-25,WH-003
3977,26,3311,Sugar,97,kg,South Sudan,2026-04-06,WH-002
3978,30,3282,Cooking Oil,16,kg,Uganda,2026-01-25,WH-004
3979,20,4019,Rice,34,kg,South Sudan,2025-06-18,WH-001
3980,22,1552,Beans,7,kg,Kenya,2025-04-28,WH-003
3981,20,4256,Rice,59,kg,South Sudan,2025-09-02,WH-001
3982,25,3512,Sugar,24,kg,Kenya,2024-10-15,WH-004
3983,21,3588,Sugar,6,kg,Ethiopia,2025-12-08,WH-002
3984,25,4617,Beans,23,kg,Ethiopia,2026-05-26,WH-002
3985,6,143,Rice,95,kg,Ethiopia,2025-12-30,WH-003
3986,15,4605,Maize Flour,10,kg,Uganda,2025-12-16,WH-004
3987,29,750,Maize Flour,5,kg,Somalia,2025-09-14,WH-004
3988,18,1942,Beans,93,kg,Uganda,2025-08-16,WH-004
3989,19,2698,Rice,1,kg,South Sudan,2025-12-10,WH-001
3990,21,1651,Salt,77,kg,Somalia,2026-02-23,WH-002
3991,20,2423,Lentils,59,kg,Uganda,2025-08-18,WH-004
3992,12,2757,Cooking Oil,69,kg,Kenya,2026-01-10,WH-002
3993,8,4465,Sugar,43,kg,Somalia,2026-01-27,WH-004
3994,27,2418,Rice,1,kg,Ethiopia,2024-11-29,WH-001
3995,18,985,Cooking Oil,52,kg,Ethiopia,2026-06-21,WH-003
3996,5,1794,Maize Flour,81,kg,Somalia,2026-06-06,WH-002
3997,22,158,Maize Flour,38,kg,Somalia,2026-03-16,WH-004
3998,28,2220,Rice,51,kg,Uganda,2025-04-12,WH-003
3999,5,865,Rice,59,kg,Somalia,2026-06-26,WH-002
4000,19,4621,Cooking Oil,40,kg,Kenya,2026-04-11,WH-001
4001,28,3030,Beans,39,kg,Ethiopia,2025-10-17,WH-001
4002,29,4482,Lentils,59,kg,Kenya,2026-05-26,WH-004
4003,12,687,Beans,13,kg,Kenya,2026-06-23,WH-003
4004,16,4955,Maize Flour,43,kg,Kenya,2026-01-13,WH-004
4005,14,4262,Beans,100,kg,Ethiopia,2024-09-29,WH-004
4006,27,1470,Maize Flour,96,kg,South Sudan,2026-05-14,WH-004
4007,9,699,Sugar,47,kg,South Sudan,2025-02-19,WH-001
4008,6,4212,Rice,46,kg,Ethiopia,2026-06-27,WH-004
4009,15,4494,Maize Flour,50,kg,Ethiopia,2025-06-07,WH-001
4010,17,909,Beans,85,kg,Kenya,2024-11-17,WH-003
4011,25,1632,Rice,38,kg,Kenya,2025-03-05,WH-003
4012,24,3441,Lentils,31,kg,Uganda,2024-08-30,WH-002
4013,4,3228,Cooking Oil,26,kg,Somalia,2026-03-23,WH-002
4014,11,3806,Beans,58,kg,South Sudan,2025-02-14,WH-002
4015,29,1415,Rice,46,kg,Ethiopia,2025-09-29,WH-001
4016,21,1309,Sugar,42,kg,Somalia,2026-05-25,WH-001
4017,4,2797,Rice,22,kg,Uganda,2025-11-11,WH-004
4018,20,3968,Lentils,92,kg,Kenya,2024-09-26,WH-001
4019,3,1690,Beans,42,kg,Kenya,2024-11-01,WH-004
4020,30,280,Rice,100,kg,Somalia,2025-02-18,WH-004
4021,28,900,Rice,16,kg,Kenya,2025-01-23,WH-002
4022,27,1231,Rice,61,kg,Kenya,2025-04-27,WH-002
4023,16,4675,Sugar,18,kg,South Sudan,2025-02-17,WH-003
4024,14,4871,Sugar,39,kg,Kenya,2024-12-05,WH-004
4025,8,1711,Lentils,6,kg,Somalia,2026-04-01,WH-002
4026,3,2067,Salt,77,kg,Uganda,2026-01-31,WH-004
4027,2,2638,Lentils,14,kg,Kenya,2026-03-18,WH-001
4028,7,1237,Beans,83,kg,Somalia,2024-09-14,WH-001
4029,26,857,Rice,48,kg,Uganda,2025-06-03,WH-004
4030,27,3711,Beans,6,kg,Kenya,2024-11-10,WH-001
4031,2,4379,Sugar,43,kg,Uganda,2026-02-02,WH-001
4032,14,2121,Lentils,76,kg,South Sudan,2025-08-25,WH-001
4033,2,566,Beans,31,kg,Kenya,2026-05-24,WH-001
4034,21,474,Sugar,63,kg,South Sudan,2025-08-07,WH-004
4035,25,4319,Beans,92,kg,Ethiopia,2026-03-24,WH-002
4036,11,3978,Rice,25,kg,Uganda,2025-11-14,WH-003
4037,11,3124,Rice,93,kg,Kenya,2025-12-29,WH-001
4038,6,4650,Rice,1,kg,Uganda,2025-02-13,WH-001
4039,4,4614,Cooking Oil,49,kg,Ethiopia,2025-01-04,WH-004
4040,2,515,Rice,90,kg,Somalia,2025-04-20,WH-003
4041,19,1138,Beans,21,kg,South Sudan,2024-09-23,WH-002
4042,9,941,Cooking Oil,74,kg,Ethiopia,2025-01-29,WH-002
4043,14,4741,Beans,72,kg,Kenya,2026-03-30,WH-004
4044,1,3142,Rice,77,kg,Kenya,2026-01-06,WH-003
4045,1,2135,Rice,37,kg,Somalia,2026-02-25,WH-002
4046,27,3726,Sugar,8,kg,South Sudan,2025-12-27,WH-001
4047,4,4725,Rice,59,kg,South Sudan,2025-09-25,WH-003
4048,8,530,Beans,94,kg,Uganda,2024-12-30,WH-001
4049,3,2930,Lentils,71,kg,Somalia,2025-02-20,WH-001
4050,4,1752,Cooking Oil,40,kg,Somalia,2025-05-28,WH-004
4051,24,3457,Lentils,91,kg,Uganda,2026-02-07,WH-003
4052,27,769,Maize Flour,46,kg,Somalia,2025-10-30,WH-002
4053,9,3811,Maize Flour,55,kg,Ethiopia,2025-08-07,WH-002
4054,6,2487,Lentils,52,kg,South Sudan,2026-02-16,WH-002
4055,23,916,Rice,61,kg,Somalia,2026-04-19,WH-001
4056,6,1230,Cooking Oil,38,kg,Kenya,2024-10-19,WH-002
4057,17,4030,Sugar,80,kg,Ethiopia,2025-04-15,WH-002
4058,16,3721,Rice,11,kg,Kenya,2025-08-03,WH-003
4059,4,2529,Sugar,21,kg,Somalia,2025-09-11,WH-003
4060,16,1222,Maize Flour,55,kg,Kenya,2026-04-08,WH-002
4061,7,4287,Maize Flour,100,kg,Uganda,2025-05-22,WH-003
4062,11,749,Lentils,15,kg,Ethiopia,2025-01-12,WH-004
4063,19,2362,Lentils,66,kg,Ethiopia,2024-08-21,WH-001
4064,30,3966,Rice,20,kg,Kenya,2026-07-08,WH-001
4065,10,3313,Rice,54,kg,Somalia,2024-08-08,WH-002
4066,16,237,Rice,79,kg,Uganda,2026-06-27,WH-002
4067,7,4833,Maize Flour,41,kg,Somalia,2026-07-16,WH-003
4068,18,236,Maize Flour,78,kg,Kenya,2026-03-31,WH-004
4069,5,1787,Rice,46,kg,Ethiopia,2024-07-23,WH-003
4070,24,16,Cooking Oil,46,kg,Uganda,2026-07-18,WH-003
4071,29,3899,Cooking Oil,62,kg,Somalia,2024-08-27,WH-004
4072,18,180,Beans,19,kg,Ethiopia,2025-06-30,WH-003
4073,29,3816,Maize Flour,63,kg,South Sudan,2025-01-06,WH-002
4074,6,3134,Cooking Oil,87,kg,Ethiopia,2024-09-21,WH-001
4075,26,2973,Sugar,16,kg,Uganda,2025-12-11,WH-004
4076,23,1696,Lentils,27,kg,Somalia,2024-12-18,WH-003
4077,26,3624,Salt,59,kg,Uganda,2025-04-02,WH-002
4078,11,3113,Rice,93,kg,Kenya,2024-10-02,WH-004
4079,28,440,Rice,66,kg,Kenya,2025-02-17,WH-004
4080,30,2644,Sugar,84,kg,Ethiopia,2025-08-15,WH-004
4081,10,2508,Cooking Oil,75,kg,Uganda,2025-03-03,WH-003
4082,27,3989,Beans,26,kg,Somalia,2024-09-06,WH-004
4083,13,2163,Rice,11,kg,Uganda,2026-04-26,WH-003
4084,27,1466,Cooking Oil,41,kg,Somalia,2026-03-20,WH-001
4085,29,4112,Sugar,78,kg,Uganda,2024-12-28,WH-004
4086,22,2182,Lentils,69,kg,Uganda,2025-05-29,WH-003
4087,5,4678,Beans,43,kg,Uganda,2026-06-04,WH-002
4088,17,962,Cooking Oil,57,kg,Ethiopia,2024-08-12,WH-003
4089,1,4347,Maize Flour,29,kg,Uganda,2024-09-12,WH-003
4090,1,2238,Cooking Oil,58,kg,Somalia,2025-11-10,WH-003
4091,12,1617,Lentils,46,kg,Kenya,2025-06-26,WH-002
4092,11,3810,Lentils,88,kg,Somalia,2025-10-28,WH-002
4093,4,4403,Lentils,40,kg,South Sudan,2026-07-05,WH-003
4094,5,571,Beans,26,kg,Kenya,2025-02-14,WH-004
4095,25,1124,Salt,46,kg,Kenya,2024-12-03,WH-002
4096,15,2033,Beans,16,kg,Ethiopia,2025-05-08,WH-001
4097,26,2426,Salt,93,kg,Somalia,2025-03-06,WH-003
4098,10,4520,Rice,46,kg,Uganda,2026-01-19,WH-002
4099,19,4994,Maize Flour,29,kg,Somalia,2024-12-19,WH-002
4100,30,4817,Rice,56,kg,Ethiopia,2024-09-29,WH-001
4101,29,4342,Beans,92,kg,Uganda,2024-10-18,WH-002
4102,26,4668,Salt,69,kg,Kenya,2025-12-09,WH-002
4103,4,4867,Beans,35,kg,Somalia,2025-02-08,WH-003
4104,15,3388,Beans,62,kg,South Sudan,2024-08-18,WH-004
4105,4,3773,Cooking Oil,1,kg,South Sudan,2025-10-31,WH-004
4106,18,2160,Maize Flour,98,kg,South Sudan,2025-12-27,WH-003
4107,6,1334,Rice,25,kg,Uganda,2025-12-08,WH-003
4108,4,2203,Maize Flour,20,kg,South Sudan,2026-01-31,WH-001
4109,30,3665,Maize Flour,77,kg,Somalia,2025-11-05,WH-001
4110,19,4678,Lentils,39,kg,Uganda,2024-10-15,WH-004
4111,15,423,Maize Flour,90,kg,South Sudan,2026-04-26,WH-002
4112,8,4590,Rice,30,kg,Ethiopia,2024-08-13,WH-003
